Sample,Sample_Details,Species,Species_Details,Abbr,Abbr_Details,Name,Name_Details,Name_Details_Gene,Cell_Type,Gene,Rep,qPCR_Sample_Name,qPCR_Name,qPCR_Date,qPCR_Researcher,CT,qPCR_Efficiency,Control_Ct_Mean_GAPDH_iPSC,EdeltadeltaCt_GAPDH_iPSC,Control_Ct_Mean_GAPDH_MSC,EdeltadeltaCt_GAPDH_MSC,Control_Ct_Mean_GUSB_iPSC,EdeltadeltaCt_GUSB_iPSC,Control_Ct_Mean_GUSB_MSC,EdeltadeltaCt_GUSB_MSC,Control_Ct_Mean_GAPDHandGUSB_iPSC,EdeltadeltaCt_GAPDHandGUSB_iPSC,Control_Ct_Mean_GAPDHandGUSB_MSC,EdeltadeltaCt_GAPDHandGUSB_MSC
Sample,Sample Adipogenic,Human,Human Adipogenic,H3,H3 Adipogenic,H28126,H28126 Adipogenic,H28126 Adipogenic - BGLAP,Adipogenic,BGLAP,3,H3A1,study-collection-qPCR-H3 - plate2,8/28/2020,Emilie Briscoe,32.17291641,2.08,29.87968572,0.17674484,30.65158717,0.2992898,29.87968572,0.33758231,30.65158717,0.49204592,29.87968572,0.24981477,30.65158717,0.39031748
Sample,Sample Osteogenic,Human,Human Osteogenic,H3,H3 Osteogenic,H28126,H28126 Osteogenic,H28126 Osteogenic - BGLAP,Osteogenic,BGLAP,1,H3O2,study-collection-qPCR-H3 - plate2,8/28/2020,Emilie Briscoe,31.92271423,2.08,29.87968572,0.28337987,30.65158717,0.47985959,29.87968572,0.38997053,30.65158717,0.56840481,29.87968572,0.33663276,30.65158717,0.5259643
Sample,Sample Osteogenic,Human,Human Osteogenic,H3,H3 Osteogenic,H28126,H28126 Osteogenic,H28126 Osteogenic - BGLAP,Osteogenic,BGLAP,2,H3O2,study-collection-qPCR-H3 - plate2,8/28/2020,Emilie Briscoe,29.83169174,2.08,29.87968572,0.63608499,30.65158717,1.07711066,29.87968572,0.85660649,30.65158717,1.24855393,29.87968572,0.74387156,30.65158717,1.16224543
Sample,Sample Osteogenic,Human,Human Osteogenic,H3,H3 Osteogenic,H28126,H28126 Osteogenic,H28126 Osteogenic - BGLAP,Osteogenic,BGLAP,3,H3O2,study-collection-qPCR-H3 - plate2,8/28/2020,Emilie Briscoe,30.05608749,2.08,29.87968572,0.44427908,30.65158717,0.75231729,29.87968572,0.67497818,30.65158717,0.98382007,29.87968572,0.5535882,30.65158717,0.86494146
Sample,Sample iPSC,Human,Human iPSC,H4,H4 iPSC,H28834,H28834 iPSC,H28834 iPSC - BGLAP,iPSC,BGLAP,1,H4I2,study-collection-qPCR-H4 - plate2,9/15/2020,Emilie Briscoe,31.33247566,1.97,30.38108253,0.57117232,31.69479052,1.1269538,30.38108253,0.81971724,31.69479052,0.57914497,30.38108253,0.69723931,31.69479052,0.7805963
Sample,Sample iPSC,Human,Human iPSC,H4,H4 iPSC,H28834,H28834 iPSC,H28834 iPSC - BGLAP,iPSC,BGLAP,2,H4I2,study-collection-qPCR-H4 - plate2,9/15/2020,Emilie Briscoe,29.90915298,1.97,30.38108253,1.08401006,31.69479052,2.13881032,30.38108253,1.07910439,31.69479052,0.76240665,30.38108253,1.07862177,31.69479052,1.20757415
Sample,Sample iPSC,Human,Human iPSC,H4,H4 iPSC,H28834,H28834 iPSC,H28834 iPSC - BGLAP,iPSC,BGLAP,3,H4I2,study-collection-qPCR-H4 - plate2,9/15/2020,Emilie Briscoe,29.90161896,1.97,30.38108253,1.61510044,31.69479052,3.18668028,30.38108253,1.13050495,31.69479052,0.79872207,30.38108253,1.32968558,31.69479052,1.48865337
Sample,Sample MSC,Human,Human MSC,H4,H4 MSC,H28834,H28834 MSC,H28834 MSC - BGLAP,MSC,BGLAP,1,H4M2,study-collection-qPCR-H4 - plate2,9/15/2020,Emilie Briscoe,31.50831604,1.97,30.38108253,0.691151,31.69479052,1.36367821,30.38108253,3.34617167,31.69479052,2.36413044,30.38108253,1.65136364,31.69479052,1.84878898
Sample,Sample MSC,Human,Human MSC,H4,H4 MSC,H28834,H28834 MSC,H28834 MSC - BGLAP,MSC,BGLAP,2,H4M2,study-collection-qPCR-H4 - plate2,9/15/2020,Emilie Briscoe,31.79339981,1.97,30.38108253,0.42941797,31.69479052,0.84726483,30.38108253,0.82943207,31.69479052,0.58600866,30.38108253,0.61733416,31.69479052,0.69113827
Sample,Sample MSC,Human,Human MSC,H4,H4 MSC,H28834,H28834 MSC,H28834 MSC - BGLAP,MSC,BGLAP,3,H4M2,study-collection-qPCR-H4 - plate2,9/15/2020,Emilie Briscoe,31.78265572,1.97,30.38108253,0.43866195,31.69479052,0.86550369,30.38108253,1.02164805,31.69479052,0.72181272,30.38108253,0.69904171,31.69479052,0.78261419
Sample,Sample Adipogenic,Human,Human Adipogenic,H4,H4 Adipogenic,H28834,H28834 Adipogenic,H28834 Adipogenic - BGLAP,Adipogenic,BGLAP,1,H4A2,study-collection-qPCR-H4 - plate2,9/15/2020,Emilie Briscoe,33.44851303,1.97,30.38108253,0.4973626,31.69479052,0.98132323,30.38108253,0.41111082,31.69479052,0.29045719,30.38108253,0.45441221,31.69479052,0.50873851
Sample,Sample Adipogenic,Human,Human Adipogenic,H4,H4 Adipogenic,H28834,H28834 Adipogenic,H28834 Adipogenic - BGLAP,Adipogenic,BGLAP,2,H4A2,study-collection-qPCR-H4 - plate2,9/15/2020,Emilie Briscoe,33.26476669,1.97,30.38108253,0.20441119,31.69479052,0.4033143,30.38108253,0.35964991,31.69479052,0.25409913,30.38108253,0.2799092,31.69479052,0.31337317
Sample,Sample Adipogenic,Human,Human Adipogenic,H4,H4 Adipogenic,H28834,H28834 Adipogenic,H28834 Adipogenic - BGLAP,Adipogenic,BGLAP,3,H4A2,study-collection-qPCR-H4 - plate2,9/15/2020,Emilie Briscoe,32.48861694,1.97,30.38108253,0.3669103,31.69479052,0.72393381,30.38108253,0.71103654,31.69479052,0.5023601,30.38108253,0.5301581,31.69479052,0.59354005
Sample,Sample Chondrogenic,Human,Human Chondrogenic,H4,H4 Chondrogenic,H28834,H28834 Chondrogenic,H28834 Chondrogenic - BGLAP,Chondrogenic,BGLAP,1,H4C2,study-collection-qPCR-H4 - plate2,9/15/2020,Emilie Briscoe,32.66357422,1.97,30.38108253,2.33457698,31.69479052,4.60624631,30.38108253,1.44807586,31.69479052,1.02309163,30.38108253,1.84097052,31.69479052,2.06106392
Sample,Sample Chondrogenic,Human,Human Chondrogenic,H4,H4 Chondrogenic,H28834,H28834 Chondrogenic,H28834 Chondrogenic - BGLAP,Chondrogenic,BGLAP,2,H4C2,study-collection-qPCR-H4 - plate2,9/15/2020,Emilie Briscoe,32.53205872,1.97,30.38108253,1.11505343,31.69479052,2.20006057,30.38108253,1.31423366,31.69479052,0.92852971,30.38108253,1.24055653,31.69479052,1.38886868
Sample,Sample Chondrogenic,Human,Human Chondrogenic,H4,H4 Chondrogenic,H28834,H28834 Chondrogenic,H28834 Chondrogenic - BGLAP,Chondrogenic,BGLAP,3,H4C2,study-collection-qPCR-H4 - plate2,9/15/2020,Emilie Briscoe,32.3547554,1.97,30.38108253,0.97886612,31.69479052,1.93135566,30.38108253,1.47812808,31.69479052,1.04432406,30.38108253,1.2446792,31.69479052,1.39348423
Sample,Sample Osteogenic,Human,Human Osteogenic,H4,H4 Osteogenic,H28834,H28834 Osteogenic,H28834 Osteogenic - BGLAP,Osteogenic,BGLAP,1,H4O2,study-collection-qPCR-H4 - plate2,9/15/2020,Emilie Briscoe,28.8211422,1.97,30.38108253,12.26964495,31.69479052,24.2086713,30.38108253,14.08703002,31.69479052,9.95273995,30.38108253,13.43958533,31.69479052,15.04632699
Sample,Sample Osteogenic,Human,Human Osteogenic,H4,H4 Osteogenic,H28834,H28834 Osteogenic,H28834 Osteogenic - BGLAP,Osteogenic,BGLAP,2,H4O2,study-collection-qPCR-H4 - plate2,9/15/2020,Emilie Briscoe,28.35351372,1.97,30.38108253,12.42679874,31.69479052,24.51874421,30.38108253,5.54732567,31.69479052,3.91928531,30.38108253,8.07311393,31.69479052,9.03827827
Sample,Sample Osteogenic,Human,Human Osteogenic,H4,H4 Osteogenic,H28834,H28834 Osteogenic,H28834 Osteogenic - BGLAP,Osteogenic,BGLAP,3,H4O2,study-collection-qPCR-H4 - plate2,9/15/2020,Emilie Briscoe,28.67727852,1.97,30.38108253,11.44131058,31.69479052,22.57432292,30.38108253,5.57759501,31.69479052,3.94067114,30.38108253,7.81263754,31.69479052,8.74666116
Sample,Sample iPSC,Human,Human iPSC,H5,H5 iPSC,H21792,H21792 iPSC,H21792 iPSC - BGLAP,iPSC,BGLAP,1,H5I2,study-collection-qPCR-H5 - plate2,9/29/2020,Emilie Briscoe,31.30869102,2.01,30.45592562,1.02524926,32.75187556,6.8568069,30.45592562,0.61210675,32.75187556,1.30938369,30.45592562,0.78135674,32.75187556,2.85161676
Sample,Sample iPSC,Human,Human iPSC,H5,H5 iPSC,H21792,H21792 iPSC,H21792 iPSC - BGLAP,iPSC,BGLAP,2,H5I2,study-collection-qPCR-H5 - plate2,9/29/2020,Emilie Briscoe,30.05386162,2.01,30.45592562,1.19780312,32.75187556,8.01083699,30.45592562,1.96926944,32.75187556,4.21254834,30.45592562,1.56018802,32.75187556,5.69401663
Sample,Sample iPSC,Human,Human iPSC,H5,H5 iPSC,H21792,H21792 iPSC,H21792 iPSC - BGLAP,iPSC,BGLAP,3,H5I2,study-collection-qPCR-H5 - plate2,9/29/2020,Emilie Briscoe,30.00522423,2.01,30.45592562,0.81430124,32.75187556,5.44599892,30.45592562,0.82959799,32.75187556,1.77462848,30.45592562,0.82030186,32.75187556,2.99374973
Sample,Sample MSC,Human,Human MSC,H5,H5 MSC,H21792,H21792 MSC,H21792 MSC - BGLAP,MSC,BGLAP,1,H5M2,study-collection-qPCR-H5 - plate2,9/29/2020,Emilie Briscoe,33.09714127,2.01,30.45592562,0.28529751,32.75187556,1.90805302,30.45592562,0.56972451,32.75187556,1.21872203,30.45592562,0.4135758,32.75187556,1.50937416
Sample,Sample MSC,Human,Human MSC,H5,H5 MSC,H21792,H21792 MSC,H21792 MSC - BGLAP,MSC,BGLAP,2,H5M2,study-collection-qPCR-H5 - plate2,9/29/2020,Emilie Briscoe,33.01480103,2.01,30.45592562,0.09267795,32.75187556,0.61982471,30.45592562,0.38928006,32.75187556,0.8327256,30.45592562,0.19847106,32.75187556,0.72433417
Sample,Sample MSC,Human,Human MSC,H5,H5 MSC,H21792,H21792 MSC,H21792 MSC - BGLAP,MSC,BGLAP,3,H5M2,study-collection-qPCR-H5 - plate2,9/29/2020,Emilie Briscoe,32.14368439,2.01,30.45592562,0.12642944,32.75187556,0.84555269,30.45592562,0.46063153,32.75187556,0.98535658,30.45592562,0.25062381,32.75187556,0.91466933
Sample,Sample Osteogenic,Human,Human Osteogenic,H5,H5 Osteogenic,H21792,H21792 Osteogenic,H21792 Osteogenic - BGLAP,Osteogenic,BGLAP,1,H5O2,study-collection-qPCR-H5 - plate2,9/29/2020,Emilie Briscoe,30.21668625,2.01,30.45592562,7.7249132,32.75187556,51.66376625,30.45592562,8.54808264,32.75187556,18.2855686,30.45592562,8.22893021,32.75187556,30.03206342
Sample,Sample Osteogenic,Human,Human Osteogenic,H5,H5 Osteogenic,H21792,H21792 Osteogenic,H21792 Osteogenic - BGLAP,Osteogenic,BGLAP,2,H5O2,study-collection-qPCR-H5 - plate2,9/29/2020,Emilie Briscoe,29.88622284,2.01,30.45592562,5.15557072,32.75187556,34.48015449,30.45592562,6.6702431,32.75187556,14.26860186,30.45592562,5.95010038,32.75187556,21.71531261
Sample,Sample Osteogenic,Human,Human Osteogenic,H5,H5 Osteogenic,H21792,H21792 Osteogenic,H21792 Osteogenic - BGLAP,Osteogenic,BGLAP,3,H5O2,study-collection-qPCR-H5 - plate2,9/29/2020,Emilie Briscoe,29.14923096,2.01,30.45592562,3.48432968,32.75187556,23.3029925,30.45592562,7.91904806,32.75187556,16.93997386,30.45592562,5.40445559,32.75187556,19.72394331
Sample,Sample iPSC,Human,Human iPSC,H6,H6 iPSC,H20961,H20961 iPSC,H20961 iPSC - BGLAP,iPSC,BGLAP,1,H6I2,study-collection-qPCR-H6 - plate2,10/13/2021,Emilie Briscoe,33.68578339,1.89,32.51737213,1.45866361,34.23260307,7.52258371,32.51737213,1.62872519,34.23260307,1.43693379,32.51737213,1.54086446,34.23260307,3.30777937
Sample,Sample iPSC,Human,Human iPSC,H6,H6 iPSC,H20961,H20961 iPSC,H20961 iPSC - BGLAP,iPSC,BGLAP,2,H6I2,study-collection-qPCR-H6 - plate2,10/13/2021,Emilie Briscoe,31.96254539,1.89,32.51737213,0.83400095,34.23260307,4.30108895,32.51737213,0.95765311,34.23260307,0.84488416,32.51737213,0.89321298,34.23260307,1.91746358
Sample,Sample iPSC,Human,Human iPSC,H6,H6 iPSC,H20961,H20961 iPSC,H20961 iPSC - BGLAP,iPSC,BGLAP,3,H6I2,study-collection-qPCR-H6 - plate2,10/13/2021,Emilie Briscoe,31.90378761,1.89,32.51737213,0.82201228,34.23260307,4.2392613,32.51737213,0.64112685,34.23260307,0.56563062,32.51737213,0.72657514,34.23260307,1.55974152
Sample,Sample MSC,Human,Human MSC,H6,H6 MSC,H20961,H20961 MSC,H20961 MSC - BGLAP,MSC,BGLAP,1,H6M2,study-collection-qPCR-H6 - plate2,10/13/2021,Emilie Briscoe,34.98814392,1.89,32.51737213,0.14336926,34.23260307,0.7393804,32.51737213,1.04035944,34.23260307,0.91785136,32.51737213,0.38345667,34.23260307,0.82316784
Sample,Sample MSC,Human,Human MSC,H6,H6 MSC,H20961,H20961 MSC,H20961 MSC - BGLAP,MSC,BGLAP,2,H6M2,study-collection-qPCR-H6 - plate2,10/13/2021,Emilie Briscoe,33.47706223,1.89,32.51737213,0.26417827,34.23260307,1.36241359,32.51737213,1.46056705,34.23260307,1.2885772,32.51737213,0.61733259,34.23260307,1.32523013
Sample,Sample MSC,Human,Human MSC,H6,H6 MSC,H20961,H20961 MSC,H20961 MSC - BGLAP,MSC,BGLAP,3,H6M2,study-collection-qPCR-H6 - plate2,10/13/2021,Emilie Briscoe,Undetermined,1.89,32.51737213,,34.23260307,,32.51737213,,34.23260307,,32.51737213,,34.23260307,
Sample,Sample Adipogenic,Human,Human Adipogenic,H6,H6 Adipogenic,H20961,H20961 Adipogenic,H20961 Adipogenic - BGLAP,Adipogenic,BGLAP,1,H6A1,study-collection-qPCR-H6 - plate2,10/13/2021,Emilie Briscoe,35.18555832,1.89,32.51737213,2.42217622,34.23260307,12.49158695,32.51737213,1.55193429,34.23260307,1.36918545,32.51737213,1.94229232,34.23260307,4.16952604
Sample,Sample Adipogenic,Human,Human Adipogenic,H6,H6 Adipogenic,H20961,H20961 Adipogenic,H20961 Adipogenic - BGLAP,Adipogenic,BGLAP,2,H6A1,study-collection-qPCR-H6 - plate2,10/13/2021,Emilie Briscoe,35.24293137,1.89,32.51737213,0.22291729,34.23260307,1.14962349,32.51737213,0.55309795,34.23260307,0.48796761,32.51737213,0.34999549,34.23260307,0.7513366
Sample,Sample Adipogenic,Human,Human Adipogenic,H6,H6 Adipogenic,H20961,H20961 Adipogenic,H20961 Adipogenic - BGLAP,Adipogenic,BGLAP,3,H6A1,study-collection-qPCR-H6 - plate2,10/13/2021,Emilie Briscoe,Undetermined,1.89,32.51737213,,34.23260307,,32.51737213,,34.23260307,,32.51737213,,34.23260307,
Sample,Sample Chondrogenic,Human,Human Chondrogenic,H6,H6 Chondrogenic,H20961,H20961 Chondrogenic,H20961 Chondrogenic - BGLAP,Chondrogenic,BGLAP,1,H6C1,study-collection-qPCR-H6 - plate2,10/13/2021,Emilie Briscoe,34.89568329,1.89,32.51737213,1.14590116,34.23260307,5.90961299,32.51737213,2.97990141,34.23260307,2.62900154,32.51737213,1.84176874,34.23260307,3.95373169
Sample,Sample Chondrogenic,Human,Human Chondrogenic,H6,H6 Chondrogenic,H20961,H20961 Chondrogenic,H20961 Chondrogenic - BGLAP,Chondrogenic,BGLAP,2,H6C1,study-collection-qPCR-H6 - plate2,10/13/2021,Emilie Briscoe,33.79173279,1.89,32.51737213,0.44962171,34.23260307,2.31877792,32.51737213,1.17245103,34.23260307,1.03438844,32.51737213,0.72356263,34.23260307,1.55327454
Sample,Sample Chondrogenic,Human,Human Chondrogenic,H6,H6 Chondrogenic,H20961,H20961 Chondrogenic,H20961 Chondrogenic - BGLAP,Chondrogenic,BGLAP,3,H6C1,study-collection-qPCR-H6 - plate2,10/13/2021,Emilie Briscoe,33.5606041,1.89,32.51737213,0.60113484,34.23260307,3.10015764,32.51737213,1.33522277,34.23260307,1.1779929,32.51737213,0.89335213,34.23260307,1.91776229
Sample,Sample Osteogenic,Human,Human Osteogenic,H6,H6 Osteogenic,H20961,H20961 Osteogenic,H20961 Osteogenic - BGLAP,Osteogenic,BGLAP,1,H6O3,study-collection-qPCR-H6 - plate2,10/13/2021,Emilie Briscoe,25.42888832,1.89,32.51737213,385.5387467,34.23260307,1988.290839,32.51737213,239.3191546,34.23260307,211.1380009,32.51737213,304.3070963,34.23260307,653.2571581
Sample,Sample Osteogenic,Human,Human Osteogenic,H6,H6 Osteogenic,H20961,H20961 Osteogenic,H20961 Osteogenic - BGLAP,Osteogenic,BGLAP,2,H6O3,study-collection-qPCR-H6 - plate2,10/13/2021,Emilie Briscoe,24.97445488,1.89,32.51737213,296.1796744,34.23260307,1527.450453,32.51737213,262.2001906,34.23260307,231.3246684,32.51737213,278.8126179,34.23260307,598.5280681
Sample,Sample Osteogenic,Human,Human Osteogenic,H6,H6 Osteogenic,H20961,H20961 Osteogenic,H20961 Osteogenic - BGLAP,Osteogenic,BGLAP,3,H6O3,study-collection-qPCR-H6 - plate2,10/13/2021,Emilie Briscoe,25.28276062,1.89,32.51737213,285.1777562,34.23260307,1470.711634,32.51737213,282.6379542,34.23260307,249.3557723,32.51737213,283.9358001,34.23260307,609.526022
Sample,Sample iPSC,Chimpanzee,Chimpanzee iPSC,C1-r2,C1-r2 iPSC,C8861,C8861 (rep2) iPSC,C8861 (rep2) iPSC - BGLAP,iPSC,BGLAP,1,C1Ir2,study-collection-qPCR-C1r - plate2,11/3/2020,Emilie Briscoe,33.00131607,1.87,31.83799998,1.22489372,36.70929591,56.51318286,31.83799998,0.78238033,36.70929591,12.49266226,31.83799998,0.96708943,36.70929591,25.15669148
Sample,Sample iPSC,Chimpanzee,Chimpanzee iPSC,C1-r2,C1-r2 iPSC,C8861,C8861 (rep2) iPSC,C8861 (rep2) iPSC - BGLAP,iPSC,BGLAP,2,C1Ir2,study-collection-qPCR-C1r - plate2,11/3/2020,Emilie Briscoe,31.043396,1.87,31.83799998,1.14244339,36.70929591,52.70915468,31.83799998,1.28246352,36.70929591,20.47774337,31.83799998,1.21279814,36.70929591,31.54825977
Sample,Sample iPSC,Chimpanzee,Chimpanzee iPSC,C1-r2,C1-r2 iPSC,C8861,C8861 (rep2) iPSC,C8861 (rep2) iPSC - BGLAP,iPSC,BGLAP,3,C1Ir2,study-collection-qPCR-C1r - plate2,11/3/2020,Emilie Briscoe,31.46928787,1.87,31.83799998,0.7146064,36.70929591,32.9699482,31.83799998,0.99663712,36.70929591,15.91380885,31.83799998,0.85259904,36.70929591,22.17847727
Sample,Sample MSC,Chimpanzee,Chimpanzee MSC,C1-r2,C1-r2 MSC,C8861,C8861 (rep2) MSC,C8861 (rep2) MSC - BGLAP,MSC,BGLAP,1,C1Mr1,study-collection-qPCR-C1r - plate2,11/3/2020,Emilie Briscoe,35.45664978,1.87,31.83799998,0.08067309,36.70929591,3.72203145,31.83799998,0.21056263,36.70929591,3.36215996,31.83799998,0.13602192,36.70929591,3.53830915
Sample,Sample MSC,Chimpanzee,Chimpanzee MSC,C1-r2,C1-r2 MSC,C8861,C8861 (rep2) MSC,C8861 (rep2) MSC - BGLAP,MSC,BGLAP,2,C1Mr1,study-collection-qPCR-C1r - plate2,11/3/2020,Emilie Briscoe,39.12300491,1.87,31.83799998,0.00375651,36.70929591,0.17331494,31.83799998,0.01022519,36.70929591,0.16327078,31.83799998,0.00643427,36.70929591,0.16737318
Sample,Sample MSC,Chimpanzee,Chimpanzee MSC,C1-r2,C1-r2 MSC,C8861,C8861 (rep2) MSC,C8861 (rep2) MSC - BGLAP,MSC,BGLAP,3,C1Mr1,study-collection-qPCR-C1r - plate2,11/3/2020,Emilie Briscoe,35.54823303,1.87,31.83799998,0.03359948,36.70929591,1.55018651,31.83799998,0.11408698,36.70929591,1.82168445,31.83799998,0.06491297,36.70929591,1.68856724
Sample,Sample Adipogenic,Chimpanzee,Chimpanzee Adipogenic,C1-r2,C1-r2 Adipogenic,C8861,C8861 (rep2) Adipogenic,C8861 (rep2) Adipogenic - BGLAP,Adipogenic,BGLAP,1,C1Ar2,study-collection-qPCR-C1r - plate2,11/3/2020,Emilie Briscoe,36.54879379,1.87,31.83799998,0.37476987,36.70929591,17.29083755,31.83799998,0.04933325,36.70929591,0.78772891,31.83799998,0.12597151,36.70929591,3.27687
Sample,Sample Adipogenic,Chimpanzee,Chimpanzee Adipogenic,C1-r2,C1-r2 Adipogenic,C8861,C8861 (rep2) Adipogenic,C8861 (rep2) Adipogenic - BGLAP,Adipogenic,BGLAP,2,C1Ar2,study-collection-qPCR-C1r - plate2,11/3/2020,Emilie Briscoe,34.83732224,1.87,31.83799998,0.17425152,36.70929591,8.03947974,31.83799998,0.08131909,36.70929591,1.29846306,31.83799998,0.11500562,36.70929591,2.99161667
Sample,Sample Adipogenic,Chimpanzee,Chimpanzee Adipogenic,C1-r2,C1-r2 Adipogenic,C8861,C8861 (rep2) Adipogenic,C8861 (rep2) Adipogenic - BGLAP,Adipogenic,BGLAP,3,C1Ar2,study-collection-qPCR-C1r - plate2,11/3/2020,Emilie Briscoe,34.83181381,1.87,31.83799998,0.25167585,36.70929591,11.61162254,31.83799998,0.07985513,36.70929591,1.2750872,31.83799998,0.13497159,36.70929591,3.51098731
Sample,Sample Chondrogenic,Chimpanzee,Chimpanzee Chondrogenic,C1-r2,C1-r2 Chondrogenic,C8861,C8861 (rep2) Chondrogenic,C8861 (rep2) Chondrogenic - BGLAP,Chondrogenic,BGLAP,1,C1Cr2,study-collection-qPCR-C1r - plate2,11/3/2020,Emilie Briscoe,36.07003784,1.87,31.83799998,0.30270855,36.70929591,13.96612909,31.83799998,0.12313062,36.70929591,1.96608879,31.83799998,0.18766884,36.70929591,4.8817897
Sample,Sample Chondrogenic,Chimpanzee,Chimpanzee Chondrogenic,C1-r2,C1-r2 Chondrogenic,C8861,C8861 (rep2) Chondrogenic,C8861 (rep2) Chondrogenic - BGLAP,Chondrogenic,BGLAP,2,C1Cr2,study-collection-qPCR-C1r - plate2,11/3/2020,Emilie Briscoe,Undetermined,1.87,31.83799998,,36.70929591,,31.83799998,,36.70929591,,31.83799998,,36.70929591,
Sample,Sample Chondrogenic,Chimpanzee,Chimpanzee Chondrogenic,C1-r2,C1-r2 Chondrogenic,C8861,C8861 (rep2) Chondrogenic,C8861 (rep2) Chondrogenic - BGLAP,Chondrogenic,BGLAP,3,C1Cr2,study-collection-qPCR-C1r - plate2,11/3/2020,Emilie Briscoe,Undetermined,1.87,31.83799998,,36.70929591,,31.83799998,,36.70929591,,31.83799998,,36.70929591,
Sample,Sample Osteogenic,Chimpanzee,Chimpanzee Osteogenic,C1-r2,C1-r2 Osteogenic,C8861,C8861 (rep2) Osteogenic,C8861 (rep2) Osteogenic - BGLAP,Osteogenic,BGLAP,1,C1Or2,study-collection-qPCR-C1r - plate2,11/3/2020,Emilie Briscoe,34.35799026,1.87,31.83799998,0.99531354,36.70929591,45.92099332,31.83799998,0.31651545,36.70929591,5.05396229,31.83799998,0.53991718,36.70929591,14.04475073
Sample,Sample Osteogenic,Chimpanzee,Chimpanzee Osteogenic,C1-r2,C1-r2 Osteogenic,C8861,C8861 (rep2) Osteogenic,C8861 (rep2) Osteogenic - BGLAP,Osteogenic,BGLAP,2,C1Or2,study-collection-qPCR-C1r - plate2,11/3/2020,Emilie Briscoe,33.98073196,1.87,31.83799998,0.30855106,36.70929591,14.23568632,31.83799998,0.23795345,36.70929591,3.79952307,31.83799998,0.26811289,36.70929591,6.97436356
Sample,Sample Osteogenic,Chimpanzee,Chimpanzee Osteogenic,C1-r2,C1-r2 Osteogenic,C8861,C8861 (rep2) Osteogenic,C8861 (rep2) Osteogenic - BGLAP,Osteogenic,BGLAP,3,C1Or2,study-collection-qPCR-C1r - plate2,11/3/2020,Emilie Briscoe,34.71096039,1.87,31.83799998,0.31378422,36.70929591,14.47712937,31.83799998,0.15972767,36.70929591,2.55045239,31.83799998,0.21822542,36.70929591,5.67665149
Sample,Sample iPSC,Chimpanzee,Chimpanzee iPSC,C2,C2 iPSC,C3647,C3647 iPSC,C3647 iPSC - BGLAP,iPSC,BGLAP,1,C2I2,study-collection-qPCR-C2 - plate2,8/18/2020,Emilie Briscoe,32.55945969,1.84,32.5667572,2.01097095,33.73919423,1.9039369,32.5667572,1.44196089,33.73919423,0.68065944,32.5667572,1.69317532,33.73919423,1.11278569
Sample,Sample iPSC,Chimpanzee,Chimpanzee iPSC,C2,C2 iPSC,C3647,C3647 iPSC,C3647 iPSC - BGLAP,iPSC,BGLAP,2,C2I2,study-collection-qPCR-C2 - plate2,8/18/2020,Emilie Briscoe,32.5011673,1.84,32.5667572,0.80855538,33.73919423,0.76551997,32.5667572,0.83515859,33.73919423,0.39422607,32.5667572,0.82185649,33.73919423,0.54013907
Sample,Sample iPSC,Chimpanzee,Chimpanzee iPSC,C2,C2 iPSC,C3647,C3647 iPSC,C3647 iPSC - BGLAP,iPSC,BGLAP,3,C2I2,study-collection-qPCR-C2 - plate2,8/18/2020,Emilie Briscoe,32.63964462,1.84,32.5667572,0.61501319,33.73919423,0.58227907,32.5667572,0.83038131,33.73919423,0.39197102,32.5667572,0.7186246,33.73919423,0.47229319
Sample,Sample MSC,Chimpanzee,Chimpanzee MSC,C2,C2 MSC,C3647,C3647 MSC,C3647 MSC - BGLAP,MSC,BGLAP,1,C2M2,study-collection-qPCR-C2 - plate2,8/18/2020,Emilie Briscoe,33.23645782,1.84,32.5667572,1.99546878,33.73919423,1.88925982,32.5667572,4.58313287,33.73919423,2.16341002,32.5667572,3.08763351,33.73919423,2.02924903
Sample,Sample MSC,Chimpanzee,Chimpanzee MSC,C2,C2 MSC,C3647,C3647 MSC,C3647 MSC - BGLAP,MSC,BGLAP,2,C2M2,study-collection-qPCR-C2 - plate2,8/18/2020,Emilie Briscoe,33.66661072,1.84,32.5667572,1.29223453,33.73919423,1.22345527,32.5667572,1.53566672,33.73919423,0.72489209,32.5667572,1.41706387,33.73919423,0.9313202
Sample,Sample MSC,Chimpanzee,Chimpanzee MSC,C2,C2 MSC,C3647,C3647 MSC,C3647 MSC - BGLAP,MSC,BGLAP,3,C2M2,study-collection-qPCR-C2 - plate2,8/18/2020,Emilie Briscoe,34.31451416,1.84,32.5667572,0.45695503,33.73919423,0.43263357,32.5667572,1.35086332,33.73919423,0.63765798,32.5667572,0.80511149,33.73919423,0.52913395
Sample,Sample Adipogenic,Chimpanzee,Chimpanzee Adipogenic,C2,C2 Adipogenic,C3647,C3647 Adipogenic,C3647 Adipogenic - BGLAP,Adipogenic,BGLAP,1,C2A2,study-collection-qPCR-C2 - plate2,8/18/2020,Emilie Briscoe,32.70362854,1.84,32.5667572,8.78973729,33.73919423,8.32190296,32.5667572,1.86406261,33.73919423,0.87990723,32.5667572,3.93268057,33.73919423,2.58462936
